50_50/outcome/id,50_50/outcome/name,ball_receipt/outcome/id,ball_receipt/outcome/name,ball_recovery/recovery_failure,block/deflection,block/offensive,block/save_block,carry/end_location/0,carry/end_location/1,counterpress,dribble/nutmeg,dribble/outcome/id,dribble/outcome/name,dribble/overrun,duel/outcome/id,duel/outcome/name,duel/type/id,duel/type/name,duration,foul_committed/advantage,foul_committed/card/id,foul_committed/card/name,foul_committed/offensive,foul_committed/type/id,foul_committed/type/name,foul_won/advantage,foul_won/defensive,goalkeeper/body_part/id,goalkeeper/body_part/name,goalkeeper/end_location/0,goalkeeper/end_location/1,goalkeeper/outcome/id,goalkeeper/outcome/name,goalkeeper/position/id,goalkeeper/position/name,goalkeeper/technique/id,goalkeeper/technique/name,goalkeeper/type/id,goalkeeper/type/name,id,index,injury_stoppage/in_chain,interception/outcome/id,interception/outcome/name,location/0,location/1,minute,pass/aerial_won,pass/angle,pass/assisted_shot_id,pass/backheel,pass/body_part/id,pass/body_part/name,pass/cross,pass/cut_back,pass/deflected,pass/end_location/0,pass/end_location/1,pass/goal_assist,pass/height/id,pass/height/name,pass/length,pass/outcome/id,pass/outcome/name,pass/recipient/id,pass/recipient/name,pass/shot_assist,pass/switch,pass/technique/id,pass/technique/name,pass/through_ball,pass/type/id,pass/type/name,period,play_pattern/id,play_pattern/name,player/id,player/name,position/id,position/name,possession,possession_team/id,possession_team/name,related_events/0,related_events/1,related_events/2,related_events/3,related_events/4,second,shot/aerial_won,shot/body_part/id,shot/body_part/name,shot/end_location/0,shot/end_location/1,shot/end_location/2,shot/first_time,shot/freeze_frame/0/location/0,shot/freeze_frame/0/location/1,shot/freeze_frame/0/player/id,shot/freeze_frame/0/player/name,shot/freeze_frame/0/position/id,shot/freeze_frame/0/position/name,shot/freeze_frame/0/teammate,shot/freeze_frame/1/location/0,shot/freeze_frame/1/location/1,shot/freeze_frame/1/player/id,shot/freeze_frame/1/player/name,shot/freeze_frame/1/position/id,shot/freeze_frame/1/position/name,shot/freeze_frame/1/teammate,shot/freeze_frame/10/location/0,shot/freeze_frame/10/location/1,shot/freeze_frame/10/player/id,shot/freeze_frame/10/player/name,shot/freeze_frame/10/position/id,shot/freeze_frame/10/position/name,shot/freeze_frame/10/teammate,shot/freeze_frame/11/location/0,shot/freeze_frame/11/location/1,shot/freeze_frame/11/player/id,shot/freeze_frame/11/player/name,shot/freeze_frame/11/position/id,shot/freeze_frame/11/position/name,shot/freeze_frame/11/teammate,shot/freeze_frame/12/location/0,shot/freeze_frame/12/location/1,shot/freeze_frame/12/player/id,shot/freeze_frame/12/player/name,shot/freeze_frame/12/position/id,shot/freeze_frame/12/position/name,shot/freeze_frame/12/teammate,shot/freeze_frame/13/location/0,shot/freeze_frame/13/location/1,shot/freeze_frame/13/player/id,shot/freeze_frame/13/player/name,shot/freeze_frame/13/position/id,shot/freeze_frame/13/position/name,shot/freeze_frame/13/teammate,shot/freeze_frame/14/location/0,shot/freeze_frame/14/location/1,shot/freeze_frame/14/player/id,shot/freeze_frame/14/player/name,shot/freeze_frame/14/position/id,shot/freeze_frame/14/position/name,shot/freeze_frame/14/teammate,shot/freeze_frame/15/location/0,shot/freeze_frame/15/location/1,shot/freeze_frame/15/player/id,shot/freeze_frame/15/player/name,shot/freeze_frame/15/position/id,shot/freeze_frame/15/position/name,shot/freeze_frame/15/teammate,shot/freeze_frame/16/location/0,shot/freeze_frame/16/location/1,shot/freeze_frame/16/player/id,shot/freeze_frame/16/player/name,shot/freeze_frame/16/position/id,shot/freeze_frame/16/position/name,shot/freeze_frame/16/teammate,shot/freeze_frame/17/location/0,shot/freeze_frame/17/location/1,shot/freeze_frame/17/player/id,shot/freeze_frame/17/player/name,shot/freeze_frame/17/position/id,shot/freeze_frame/17/position/name,shot/freeze_frame/17/teammate,shot/freeze_frame/18/location/0,shot/freeze_frame/18/location/1,shot/freeze_frame/18/player/id,shot/freeze_frame/18/player/name,shot/freeze_frame/18/position/id,shot/freeze_frame/18/position/name,shot/freeze_frame/18/teammate,shot/freeze_frame/2/location/0,shot/freeze_frame/2/location/1,shot/freeze_frame/2/player/id,shot/freeze_frame/2/player/name,shot/freeze_frame/2/position/id,shot/freeze_frame/2/position/name,shot/freeze_frame/2/teammate,shot/freeze_frame/3/location/0,shot/freeze_frame/3/location/1,shot/freeze_frame/3/player/id,shot/freeze_frame/3/player/name,shot/freeze_frame/3/position/id,shot/freeze_frame/3/position/name,shot/freeze_frame/3/teammate,shot/freeze_frame/4/location/0,shot/freeze_frame/4/location/1,shot/freeze_frame/4/player/id,shot/freeze_frame/4/player/name,shot/freeze_frame/4/position/id,shot/freeze_frame/4/position/name,shot/freeze_frame/4/teammate,shot/freeze_frame/5/location/0,shot/freeze_frame/5/location/1,shot/freeze_frame/5/player/id,shot/freeze_frame/5/player/name,shot/freeze_frame/5/position/id,shot/freeze_frame/5/position/name,shot/freeze_frame/5/teammate,shot/freeze_frame/6/location/0,shot/freeze_frame/6/location/1,shot/freeze_frame/6/player/id,shot/freeze_frame/6/player/name,shot/freeze_frame/6/position/id,shot/freeze_frame/6/position/name,shot/freeze_frame/6/teammate,shot/freeze_frame/7/location/0,shot/freeze_frame/7/location/1,shot/freeze_frame/7/player/id,shot/freeze_frame/7/player/name,shot/freeze_frame/7/position/id,shot/freeze_frame/7/position/name,shot/freeze_frame/7/teammate,shot/freeze_frame/8/location/0,shot/freeze_frame/8/location/1,shot/freeze_frame/8/player/id,shot/freeze_frame/8/player/name,shot/freeze_frame/8/position/id,shot/freeze_frame/8/position/name,shot/freeze_frame/8/teammate,shot/freeze_frame/9/location/0,shot/freeze_frame/9/location/1,shot/freeze_frame/9/player/id,shot/freeze_frame/9/player/name,shot/freeze_frame/9/position/id,shot/freeze_frame/9/position/name,shot/freeze_frame/9/teammate,shot/key_pass_id,shot/one_on_one,shot/outcome/id,shot/outcome/name,shot/statsbomb_xg,shot/technique/id,shot/technique/name,shot/type/id,shot/type/name,substitution/outcome/id,substitution/outcome/name,substitution/replacement/id,substitution/replacement/name,tactics/formation,tactics/lineup/0/jersey_number,tactics/lineup/0/player/id,tactics/lineup/0/player/name,tactics/lineup/0/position/id,tactics/lineup/0/position/name,tactics/lineup/1/jersey_number,tactics/lineup/1/player/id,tactics/lineup/1/player/name,tactics/lineup/1/position/id,tactics/lineup/1/position/name,tactics/lineup/10/jersey_number,tactics/lineup/10/player/id,tactics/lineup/10/player/name,tactics/lineup/10/position/id,tactics/lineup/10/position/name,tactics/lineup/2/jersey_number,tactics/lineup/2/player/id,tactics/lineup/2/player/name,tactics/lineup/2/position/id,tactics/lineup/2/position/name,tactics/lineup/3/jersey_number,tactics/lineup/3/player/id,tactics/lineup/3/player/name,tactics/lineup/3/position/id,tactics/lineup/3/position/name,tactics/lineup/4/jersey_number,tactics/lineup/4/player/id,tactics/lineup/4/player/name,tactics/lineup/4/position/id,tactics/lineup/4/position/name,tactics/lineup/5/jersey_number,tactics/lineup/5/player/id,tactics/lineup/5/player/name,tactics/lineup/5/position/id,tactics/lineup/5/position/name,tactics/lineup/6/jersey_number,tactics/lineup/6/player/id,tactics/lineup/6/player/name,tactics/lineup/6/position/id,tactics/lineup/6/position/name,tactics/lineup/7/jersey_number,tactics/lineup/7/player/id,tactics/lineup/7/player/name,tactics/lineup/7/position/id,tactics/lineup/7/position/name,tactics/lineup/8/jersey_number,tactics/lineup/8/player/id,tactics/lineup/8/player/name,tactics/lineup/8/position/id,tactics/lineup/8/position/name,tactics/lineup/9/jersey_number,tactics/lineup/9/player/id,tactics/lineup/9/player/name,tactics/lineup/9/position/id,tactics/lineup/9/position/name,team/id,team/name,timestamp,type/id,type/name,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c70718d0-6d8f-47b6-919f-2927429d01a3,2073,,,,68.0,27.0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,3037,Moussa Sidi Yaya Dembélé,13,Right Center Midfield,86,782,Belgium,7b067f8a-5a96-4f36-83e4-ea4b0ae00d8f,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:41.553,42,Ball Receipt*,
,,,,,,,,67.0,29.0,,,,,,,,,,1.88,,,,,,,,,,,,,,,,,,,,,28ec6b9d-8e87-4568-b82a-1fd0d306c1ff,2074,,,,68.0,27.0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,3037,Moussa Sidi Yaya Dembélé,13,Right Center Midfield,86,782,Belgium,34763b17-aa6c-4a7a-b3de-77c1c32af207,c70718d0-6d8f-47b6-919f-2927429d01a3,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:41.553,43,Carry,
,,,,,,,,,,,,,,,,,,,1.08,,,,,,,,,,,,,,,,,,,,,34763b17-aa6c-4a7a-b3de-77c1c32af207,2075,,,,67.0,29.0,46,,1.5707964,,,40,Right Foot,,,,67.0,40.0,,1,Ground Pass,11.0,,,2954,Youri Tielemans,,,,,,,,2,4,From Throw In,3037,Moussa Sidi Yaya Dembélé,13,Right Center Midfield,86,782,Belgium,06aee209-bd5a-494c-a6e3-cdd239183b28,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:43.433,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06aee209-bd5a-494c-a6e3-cdd239183b28,2076,,,,67.0,40.0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,2954,Youri Tielemans,15,Left Center Midfield,86,782,Belgium,34763b17-aa6c-4a7a-b3de-77c1c32af207,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:44.513,42,Ball Receipt*,
,,,,,,,,68.0,35.0,,,,,,,,,,1.28,,,,,,,,,,,,,,,,,,,,,c6f4b009-8d8e-4a9a-85d2-ca11affae93a,2077,,,,67.0,40.0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,2954,Youri Tielemans,15,Left Center Midfield,86,782,Belgium,06aee209-bd5a-494c-a6e3-cdd239183b28,feb36538-9da7-496b-a615-19cc0a972423,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:44.513,43,Carry,
,,,,,,,,,,,,,,,,,,,1.28,,,,,,,,,,,,,,,,,,,,,feb36538-9da7-496b-a615-19cc0a972423,2078,,,,68.0,35.0,46,,-1.5083776,,,40,Right Foot,,,,70.0,3.0,,1,Ground Pass,32.06244,,,6332,Thomas Vermaelen,,,,,,,,2,4,From Throw In,2954,Youri Tielemans,15,Left Center Midfield,86,782,Belgium,080fc363-357e-48f3-b0bc-8392b96fda6c,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:45.793,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,080fc363-357e-48f3-b0bc-8392b96fda6c,2079,,,,70.0,3.0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,6332,Thomas Vermaelen,5,Left Center Back,86,782,Belgium,feb36538-9da7-496b-a615-19cc0a972423,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:47.073,42,Ball Receipt*,
,,,,,,,,71.0,4.0,,,,,,,,,,1.24,,,,,,,,,,,,,,,,,,,,,8e40cec5-1a8c-47a5-9486-0d6cc8cac766,2080,,,,70.0,3.0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,6332,Thomas Vermaelen,5,Left Center Back,86,782,Belgium,01753c2e-6b13-4aba-b02b-7a790d5dc530,080fc363-357e-48f3-b0bc-8392b96fda6c,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:47.073,43,Carry,
,,,,,,,,,,,,,,,,,,,1.44,,,,,,,,,,,,,,,,,,,,,01753c2e-6b13-4aba-b02b-7a790d5dc530,2081,,,,71.0,4.0,46,,2.220667,,,38,Left Foot,,,,52.0,29.0,,1,Ground Pass,31.400637,,,5639,Anga Dedryck Boyata,,,,,,,,2,4,From Throw In,6332,Thomas Vermaelen,5,Left Center Back,86,782,Belgium,0db422a6-2896-46d4-abe5-61623b746876,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:48.313,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0db422a6-2896-46d4-abe5-61623b746876,2082,,,,52.0,29.0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,5639,Anga Dedryck Boyata,4,Center Back,86,782,Belgium,01753c2e-6b13-4aba-b02b-7a790d5dc530,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:49.753,42,Ball Receipt*,
,,,,,,,,53.0,34.0,,,,,,,,,,1.48,,,,,,,,,,,,,,,,,,,,,9da4a7fb-cd7f-4f22-8602-9c90f619ef53,2083,,,,52.0,29.0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,5639,Anga Dedryck Boyata,4,Center Back,86,782,Belgium,0db422a6-2896-46d4-abe5-61623b746876,bf50fd99-7d0b-4d4a-b175-9ded1538845a,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:49.753,43,Carry,
,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,bf50fd99-7d0b-4d4a-b175-9ded1538845a,2084,,,,53.0,34.0,46,,1.1839206,,,40,Right Foot,,,,64.0,61.0,,1,Ground Pass,29.15476,,,3037,Moussa Sidi Yaya Dembélé,,,,,,,,2,4,From Throw In,5639,Anga Dedryck Boyata,4,Center Back,86,782,Belgium,7010fb57-ca6d-4b1f-8a12-620e00e8150f,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:51.233,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7010fb57-ca6d-4b1f-8a12-620e00e8150f,2085,,,,64.0,61.0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,3037,Moussa Sidi Yaya Dembélé,13,Right Center Midfield,86,782,Belgium,bf50fd99-7d0b-4d4a-b175-9ded1538845a,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:53.033,42,Ball Receipt*,
,,,,,,,,58.0,60.0,,,,,,,,,,2.56,,,,,,,,,,,,,,,,,,,,,31712a00-c895-4ed2-8c7b-412ad97576d1,2086,,,,64.0,61.0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,3037,Moussa Sidi Yaya Dembélé,13,Right Center Midfield,86,782,Belgium,7010fb57-ca6d-4b1f-8a12-620e00e8150f,add9aa8f-6781-4a9d-8c36-bd2b2587f05d,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:53.033,43,Carry,
,,,,,,,,,,,,,,,,,,,1.08,,,,,,,,,,,,,,,,,,,,,add9aa8f-6781-4a9d-8c36-bd2b2587f05d,2087,,,,58.0,60.0,46,,-1.8370484,,,38,Left Foot,,,,52.0,38.0,,1,Ground Pass,22.803509,,,5639,Anga Dedryck Boyata,,,,,,,,2,4,From Throw In,3037,Moussa Sidi Yaya Dembélé,13,Right Center Midfield,86,782,Belgium,399ee735-f809-464b-b982-5d92a2f43d19,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:55.593,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399ee735-f809-464b-b982-5d92a2f43d19,2088,,,,52.0,38.0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,5639,Anga Dedryck Boyata,4,Center Back,86,782,Belgium,add9aa8f-6781-4a9d-8c36-bd2b2587f05d,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:56.673,42,Ball Receipt*,
,,,,,,,,53.0,39.0,,,,,,,,,,1.96,,,,,,,,,,,,,,,,,,,,,6fb185f3-2364-4ac9-9a6e-37fdaaf7e115,2089,,,,52.0,38.0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,5639,Anga Dedryck Boyata,4,Center Back,86,782,Belgium,399ee735-f809-464b-b982-5d92a2f43d19,9cd96843-002c-4549-b09b-e15bc9ad3fe2,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:56.673,43,Carry,
,,,,,,,,,,,,,,,,,,,1.52,,,,,,,,,,,,,,,,,,,,,9cd96843-002c-4549-b09b-e15bc9ad3fe2,2090,,,,53.0,39.0,46,,1.0303768,,,40,Right Foot,,,,68.0,64.0,,1,Ground Pass,29.15476,,,4831,Nacer Chadli,,,,,,,,2,4,From Throw In,5639,Anga Dedryck Boyata,4,Center Back,86,782,Belgium,b3ba8dc9-6c70-4521-8f04-9e08ae629ea9,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:01:58.633,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b3ba8dc9-6c70-4521-8f04-9e08ae629ea9,2091,,,,68.0,64.0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,4831,Nacer Chadli,12,Right Midfield,86,782,Belgium,9cd96843-002c-4549-b09b-e15bc9ad3fe2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:02:00.153,42,Ball Receipt*,
,,,,,,,,79.0,66.0,,,,,,,,,,1.96,,,,,,,,,,,,,,,,,,,,,8dede502-607e-4ece-971e-931e496e3a35,2092,,,,68.0,64.0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,4831,Nacer Chadli,12,Right Midfield,86,782,Belgium,5d55a1af-7081-4ee5-966b-e53ffab196de,a5604605-0581-454c-9d9d-abaeeeaabdc0,b3ba8dc9-6c70-4521-8f04-9e08ae629ea9,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:02:00.153,43,Carry,True
,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,a5604605-0581-454c-9d9d-abaeeeaabdc0,2093,,,,37.0,22.0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,4597,Fabian Delph,20,Left Attacking Midfield,86,782,Belgium,5d55a1af-7081-4ee5-966b-e53ffab196de,8dede502-607e-4ece-971e-931e496e3a35,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,England,00:02:01.473,17,Pressure,
,,,,,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,,,,,,,5d55a1af-7081-4ee5-966b-e53ffab196de,2094,,,,79.0,66.0,47,,-0.74837804,,,40,Right Foot,,,,93.0,53.0,,1,Ground Pass,19.104973,,,3457,Michy Batshuayi Tunga,,,,,,,,2,4,From Throw In,4831,Nacer Chadli,12,Right Midfield,86,782,Belgium,1cd672fb-c030-46cb-b493-bf4f38ceb9a8,a5604605-0581-454c-9d9d-abaeeeaabdc0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:02:02.113,30,Pass,True
